	Age	Education	Marital_Status	Income	Children	daysCustomerFor	Recency	Wines	Fruits	Meat	Fish	Sweets	Total_Spent	Gold	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	PurchaseNum	NumStorePurchases	NumWebVisitsMonth	Total_campaigns_accepted	Complain	Cust_Seniority	Clusters
491	46	UG	Single	46310.0	1	999	99	185	2	88	15	5	309	14	2	6	1	12	5	8	0	0	Old	2
492	67	UG	Married	76005.0	0	652	72	983	20	389	240	50	1722	40	1	3	5	21	13	6	1	0	Old	3
493	58	PG	Single	58308.0	1	370	77	691	0	69	10	0	900	130	4	2	6	11	3	8	0	0	New	4
494	78	PG	Single	55614.0	0	374	85	504	13	131	8	0	682	26	1	9	4	19	6	7	1	0	New	1
495	60	PG	Single	59432.0	1	602	88	317	25	265	25	19	663	12	3	5	3	19	11	5	0	0	Old	0
496	44	UG	Single	55563.0	1	216	22	29	1	9	2	0	43	2	1	2	0	5	3	3	0	0	New	4
497	51	PG	Married	78642.0	1	594	83	1396	0	322	46	35	1816	17	1	4	9	17	4	6	0	0	Old	3
498	73	PG	Married	67911.0	1	198	63	529	0	356	63	28	976	0	3	6	7	24	11	3	0	0	New	1
499	78	UG	Married	65275.0	0	642	9	388	14	218	91	14	746	21	1	4	3	20	13	2	0	0	Old	3
500	72	UG	Married	27203.0	2	911	92	13	2	21	4	0	64	24	2	1	1	4	2	8	0	0	Old	2
501	61	PG	Married	48330.0	1	386	2	28	0	4	0	0	32	0	1	1	0	4	3	5	0	0	Old	2
502	32	UG	Married	24279.0	0	707	6	16	36	21	20	62	263	108	1	4	1	8	3	8	0	0	Old	2
503	37	PG	Married	64355.0	1	834	66	1047	0	140	67	38	1445	153	2	4	3	19	12	8	0	0	Old	0
504	66	PG	Married	50943.0	1	533	49	31	0	7	2	0	46	6	1	1	0	4	3	5	0	0	Old	2
505	69	UG	Single	53653.0	0	878	29	815	10	239	28	10	1210	108	2	10	4	26	12	6	0	0	Old	0
506	46	UG	Married	65665.0	1	662	77	225	162	387	106	36	945	29	1	5	10	23	8	3	0	0	Old	3
507	33	UG	Single	81217.0	0	505	77	493	70	324	146	40	1157	84	1	3	7	21	11	1	0	0	Old	3
508	30	UG	Married	34935.0	0	533	71	34	4	66	3	10	137	20	1	2	1	7	4	7	0	0	Old	2
509	63	UG	Single	61250.0	1	720	49	382	138	65	60	26	730	59	6	5	2	19	12	5	0	0	Old	0
510	41	PG	Married	39665.0	1	560	97	127	1	56	0	1	216	31	3	4	2	9	3	7	1	0	Old	2
511	43	UG	Single	60152.0	1	618	6	325	83	300	86	58	943	91	1	6	4	22	12	3	0	0	Old	3
512	58	UG	Married	48920.0	2	412	93	238	17	68	8	10	347	6	3	6	2	13	5	7	1	0	Old	0
513	63	PG	Married	89120.0	0	264	78	1168	92	408	72	129	1924	55	1	5	6	18	7	1	1	0	New	1
514	76	PG	Married	44124.0	1	396	62	284	0	55	0	6	397	52	4	6	2	13	5	8	0	0	Old	0
515	47	PG	Single	81169.0	0	601	47	1288	20	613	80	61	2089	27	1	5	7	21	9	2	0	0	Old	3
516	61	UG	Married	36443.0	2	644	9	65	0	46	4	3	138	20	4	3	1	7	3	8	0	0	Old	2
517	32	UG	Single	26095.0	1	524	77	11	7	9	3	1	42	11	1	1	0	4	3	7	0	0	Old	2
518	63	UG	Married	71367.0	0	470	24	227	23	389	42	21	777	75	1	4	5	16	7	2	0	0	Old	3
519	78	PG	Married	80184.0	0	337	19	1035	134	670	25	38	1902	0	1	6	3	19	10	3	2	0	New	1
520	57	UG	Single	30630.0	2	313	67	27	1	12	2	0	52	10	2	2	0	5	3	7	0	0	New	4
521	35	PG	Single	73454.0	0	337	95	982	73	351	56	14	1651	175	1	2	4	12	6	5	1	0	New	1
522	31	UG	Married	42691.0	0	477	48	179	2	64	38	17	358	58	1	5	1	12	6	5	0	0	Old	2
523	69	UG	Married	70503.0	0	797	73	1379	33	216	0	33	1727	66	1	2	4	15	9	6	2	0	Old	3
524	35	UG	Married	25545.0	1	849	35	32	1	64	16	12	210	85	3	2	2	7	3	6	1	0	Old	2
525	36	UG	Married	32880.0	1	968	76	8	4	15	7	6	42	2	1	1	0	4	3	8	0	0	Old	2
526	64	PG	Married	77863.0	0	374	20	881	38	319	16	25	1291	12	1	4	5	19	10	2	0	0	New	1
527	45	PG	Married	50353.0	0	122	72	141	15	153	67	31	442	35	1	4	4	14	6	3	0	0	New	4
528	58	UG	Single	61839.0	0	728	20	1000	155	379	224	17	1895	120	1	4	8	16	4	8	0	0	Old	3
529	62	PG	Married	49154.0	2	635	69	206	10	67	30	27	411	71	6	4	1	13	8	6	0	0	Old	0
530	47	UG	Single	47682.0	1	659	80	162	61	83	97	57	521	61	4	4	3	15	8	5	0	0	Old	0
531	53	UG	Single	72679.0	1	444	65	619	54	260	127	54	1168	54	1	4	7	16	5	1	0	0	Old	3
532	45	PG	Married	57954.0	2	171	52	456	4	24	0	0	493	9	7	8	2	16	6	7	1	0	New	4
533	60	UG	Married	65316.0	2	591	65	112	6	92	3	9	260	38	2	3	2	10	5	4	0	0	Old	2
534	40	UG	Single	28567.0	1	537	57	11	3	22	2	2	46	6	2	2	0	5	3	6	0	0	Old	2
535	71	PG	Married	47352.0	1	397	70	172	12	112	8	0	319	15	4	6	1	12	5	7	0	0	Old	0
536	55	UG	Married	44931.0	1	322	0	78	0	11	0	0	96	7	1	2	1	6	3	5	0	0	New	4
537	55	UG	Single	76982.0	0	294	19	464	151	292	65	60	1062	30	1	8	3	15	4	4	2	0	New	1
538	70	UG	Married	57247.0	1	485	50	99	4	32	37	54	232	6	2	2	1	10	7	2	0	0	Old	2
539	41	PG	Single	22944.0	1	348	67	19	3	19	4	5	76	26	3	3	0	6	3	7	0	0	New	4
540	45	UG	Married	25315.0	1	513	46	1	9	8	11	3	54	22	3	3	0	6	3	8	0	0	Old	2
541	53	UG	Single	43638.0	1	911	37	63	10	83	7	19	201	19	2	4	1	9	4	7	0	0	Old	2
542	38	PG	Single	42710.0	1	738	38	252	3	42	4	3	406	102	2	4	5	12	3	6	0	0	Old	2
543	40	PG	Married	84169.0	0	516	9	1478	19	403	0	19	1919	0	1	7	6	19	6	3	3	0	Old	3
544	46	UG	Married	54058.0	1	609	56	198	18	252	32	108	662	54	2	4	6	18	8	3	0	0	Old	3
545	32	UG	Married	24683.0	1	125	98	8	4	10	6	7	41	6	2	2	0	6	4	5	0	0	New	4
546	58	UG	Single	85620.0	0	158	68	416	46	925	60	107	1600	46	1	3	6	13	4	1	1	0	New	1
547	42	UG	Married	47850.0	1	634	72	42	7	43	20	12	134	10	1	3	0	7	4	6	0	0	Old	2
548	54	UG	Married	19514.0	2	314	47	14	3	21	2	1	69	28	4	3	1	6	2	8	2	0	New	4
549	49	PG	Married	27159.0	2	252	33	17	0	3	0	0	21	1	2	1	0	4	3	6	0	0	New	4
550	59	UG	Single	39548.0	2	250	87	15	4	10	3	4	54	18	2	1	1	5	3	3	0	0	New	4
551	33	UG	Single	21474.0	1	124	0	6	16	24	11	0	91	34	2	3	1	6	2	7	2	0	New	4
552	51	PG	Single	60504.0	1	157	73	458	0	24	6	4	526	34	2	6	2	16	8	6	0	0	New	4
553	59	UG	Married	22419.0	0	597	74	30	3	47	19	21	162	42	1	3	2	7	2	8	0	0	Old	2
554	73	PG	Married	81698.0	0	543	4	179	28	520	111	123	1008	47	1	3	8	24	13	1	1	0	Old	3
555	70	UG	Married	43462.0	2	727	50	90	17	97	15	6	240	15	6	4	1	10	5	8	0	0	Old	2
556	44	PG	Single	54880.0	1	702	57	308	85	137	102	45	795	118	2	6	2	19	11	5	0	0	Old	0
557	40	UG	Married	79908.0	0	581	30	557	129	761	29	185	1772	111	1	5	6	18	7	2	1	0	Old	3
558	52	UG	Married	15315.0	0	638	27	7	4	13	15	8	64	17	2	2	0	6	4	5	0	0	Old	2
559	63	UG	Married	87771.0	1	563	61	1492	38	287	50	57	1957	33	1	5	10	19	4	6	5	0	Old	3
560	44	UG	Married	33039.0	1	453	4	30	8	12	8	8	78	12	1	2	0	6	4	5	0	0	Old	2
561	42	UG	Single	81741.0	0	538	75	249	153	940	58	134	1572	38	0	6	6	19	7	2	0	0	Old	3
562	51	PG	Married	71499.0	1	529	12	465	25	132	136	0	795	37	2	8	3	24	13	4	0	0	Old	0
563	52	UG	Married	62466.0	1	325	13	129	129	259	168	121	889	83	5	6	3	21	12	4	0	0	New	1
564	59	PG	Single	48799.0	1	574	9	174	18	81	28	6	331	24	3	3	2	12	7	3	0	0	Old	0
565	72	PG	Married	52157.0	1	153	48	189	2	29	3	2	265	40	2	3	2	10	5	4	0	0	New	4
566	60	UG	Single	66565.0	1	938	80	747	10	161	65	40	1065	42	4	4	2	15	9	8	0	0	Old	0
567	71	PG	Married	29298.0	2	515	60	6	0	2	2	0	11	1	1	1	0	3	2	5	0	0	Old	2
568	43	UG	Single	47691.0	1	578	43	14	0	3	0	0	21	4	1	1	0	3	2	6	0	0	Old	2
569	52	UG	Married	38200.0	2	877	19	12	0	4	0	0	17	1	1	1	0	3	2	7	0	0	Old	2
570	48	UG	Married	44989.0	1	727	26	98	0	106	49	10	369	106	5	5	1	11	5	6	0	0	Old	0
571	54	PG	Married	38443.0	2	313	58	32	0	5	0	0	38	1	2	1	0	4	3	7	0	0	New	4
572	44	UG	Single	38593.0	1	449	42	51	12	49	17	24	177	24	3	4	1	8	3	8	0	0	Old	2
573	52	PG	Married	64413.0	1	697	27	200	5	44	0	10	279	20	1	5	1	11	5	5	0	0	Old	2
574	41	PG	Married	36959.0	1	664	56	25	6	25	6	0	62	0	2	2	0	5	3	8	0	0	Old	2
575	45	PG	Married	61996.0	1	674	27	1050	12	144	0	0	1230	24	3	6	4	18	8	5	4	0	Old	0
576	54	UG	Married	51287.0	2	336	10	117	0	22	13	0	182	30	3	4	1	8	3	7	0	0	New	4
577	52	UG	Married	13260.0	2	470	48	9	4	17	10	2	49	7	4	3	0	6	3	8	0	0	Old	2
578	56	PG	Married	47472.0	2	446	39	56	0	11	0	0	75	8	2	2	0	6	4	5	0	0	Old	2
579	66	PG	Married	54603.0	2	455	85	145	13	46	17	2	227	4	6	4	2	10	4	7	0	0	Old	0
580	48	PG	Married	45207.0	2	786	64	203	0	10	0	0	215	2	5	3	1	10	6	6	1	0	Old	2
581	71	UG	Married	40689.0	1	628	69	270	3	27	39	6	444	99	7	7	1	13	5	8	0	0	Old	0
582	55	UG	Married	47821.0	2	412	54	9	0	16	6	6	47	10	1	1	0	4	3	8	0	0	Old	2
583	71	PG	Married	27450.0	0	600	57	37	12	23	8	11	143	52	1	2	1	6	3	7	0	0	Old	2
584	39	UG	Married	39453.0	1	277	64	46	0	7	0	0	55	2	2	2	0	5	3	6	0	0	New	4
585	51	UG	Married	26850.0	2	232	10	31	1	13	7	2	63	9	4	2	1	7	4	4	0	0	New	4
586	67	UG	Single	79800.0	0	804	65	1060	21	530	32	0	1867	224	1	5	11	21	5	3	4	0	Old	3
587	61	PG	Married	61794.0	1	448	74	264	47	188	54	47	611	11	2	4	4	18	10	2	0	0	Old	0
588	67	UG	Married	53863.0	1	203	4	399	4	30	6	4	473	30	3	7	1	15	7	7	1	0	New	4
589	63	UG	Married	24221.0	0	473	94	8	9	9	2	5	55	22	1	1	1	5	3	4	0	0	Old	2
590	38	PG	Single	39684.0	1	726	41	19	0	35	6	4	81	17	2	2	1	5	2	7	1	1	Old	2
591	47	PG	Married	92163.0	0	724	25	817	183	797	106	163	2086	20	0	5	11	21	5	2	3	0	Old	3
592	57	PG	Single	69882.0	0	421	94	292	127	635	132	127	1478	165	1	3	7	19	9	1	0	0	Old	3
593	45	UG	Married	33178.0	1	310	9	12	6	2	11	2	49	16	1	1	0	4	3	4	0	0	New	4
594	50	PG	Married	59973.0	0	392	47	130	30	168	20	34	382	0	1	3	4	14	7	1	0	0	Old	0
595	47	PG	Married	17459.0	1	443	12	6	4	16	3	10	69	30	3	3	1	6	2	7	1	0	Old	2
596	53	UG	Single	23910.0	1	771	80	16	12	18	7	1	67	13	1	2	0	5	3	7	0	0	Old	2
597	53	PG	Married	42169.0	2	413	20	19	0	9	0	0	30	2	2	1	0	4	3	8	0	0	Old	2
598	44	UG	Married	26224.0	1	609	39	4	7	15	13	9	63	15	3	2	1	6	3	6	0	0	Old	2
599	41	UG	Married	31089.0	1	841	57	31	3	31	2	8	79	4	3	3	0	7	4	8	0	0	Old	2
600	61	UG	Single	30081.0	1	653	27	36	0	2	0	0	42	4	1	1	0	4	3	7	0	0	Old	2
601	62	UG	Married	62807.0	1	827	83	526	28	135	10	21	819	99	3	5	3	20	12	5	0	0	Old	0
602	67	UG	Single	72906.0	0	445	79	400	32	519	71	75	1151	54	1	3	4	16	9	1	0	0	Old	3
603	74	PG	Married	61467.0	2	815	69	410	16	114	0	5	594	49	3	5	2	17	10	5	0	0	Old	0
604	56	PG	Married	49618.0	2	679	77	80	3	26	4	2	129	14	4	3	1	7	3	7	0	0	Old	2
605	36	PG	Single	21888.0	1	707	15	88	10	46	2	3	213	64	4	5	1	8	2	10	1	0	Old	2
606	49	UG	Single	42429.0	1	34	99	55	0	6	2	0	67	4	2	1	1	5	3	5	0	0	New	4
607	66	UG	Single	26150.0	3	398	61	5	1	13	3	5	28	1	1	1	0	4	3	7	0	0	Old	2
608	47	UG	Married	30801.0	1	771	23	8	4	5	15	2	45	11	2	1	0	4	3	7	0	0	Old	2
609	57	UG	Married	81168.0	0	154	84	410	0	592	147	22	1193	22	1	6	4	17	7	3	1	0	New	1
610	53	PG	Single	26877.0	0	474	74	101	13	76	20	18	268	40	2	3	1	10	6	6	0	0	Old	2
611	78	PG	Single	45006.0	0	506	90	162	25	53	16	0	266	10	1	3	1	11	7	3	0	0	Old	2
612	49	UG	Married	18978.0	1	754	41	2	8	1	4	7	37	15	1	1	0	4	3	8	0	0	Old	2
613	55	UG	Married	22574.0	3	404	28	25	0	8	2	0	37	2	2	2	0	5	3	7	0	0	Old	2
614	53	PG	Single	48240.0	0	816	73	389	91	248	64	49	882	41	3	6	3	22	13	5	1	0	Old	3
615	48	UG	Married	45837.0	2	498	88	215	13	87	17	17	373	24	5	6	2	13	5	7	0	0	Old	0
616	57	PG	Single	35791.0	3	549	94	27	0	5	0	0	35	3	2	1	0	4	3	8	0	0	Old	2
617	46	PG	Married	162397.0	2	640	31	85	1	16	2	1	107	2	0	0	0	1	1	1	0	0	Old	2
618	44	UG	Single	54162.0	2	628	31	5	6	10	6	5	42	10	1	1	0	4	3	4	0	0	Old	2
619	62	PG	Married	30522.0	1	841	6	179	8	83	19	11	326	26	5	1	2	12	9	2	0	0	Old	0
620	61	PG	Married	54456.0	1	394	23	352	0	27	10	0	404	15	3	6	1	14	7	6	0	0	Old	0
621	51	UG	Single	31632.0	0	510	92	17	8	12	11	15	95	32	1	2	1	5	2	7	0	0	Old	2
622	73	UG	Single	72298.0	0	64	52	625	35	169	58	17	939	35	1	4	3	13	6	1	2	0	New	1
623	44	UG	Single	36975.0	1	343	50	10	6	11	0	4	33	2	1	1	0	4	3	7	0	0	New	4
624	67	UG	Married	72635.0	0	640	54	390	22	323	104	35	981	107	1	6	8	20	6	3	1	0	Old	3
625	46	UG	Married	13624.0	1	685	93	10	2	15	2	1	36	6	2	2	0	5	3	6	0	0	Old	2
626	47	UG	Single	84196.0	1	640	56	215	63	507	231	31	1237	190	1	8	4	19	7	3	0	0	Old	3
627	62	UG	Married	70971.0	1	806	28	1001	17	572	93	125	1825	17	7	11	11	27	5	7	1	0	Old	3
628	45	PG	Single	34487.0	2	910	94	19	18	33	24	1	103	8	3	3	0	6	3	9	0	0	Old	2
629	45	UG	Single	28769.0	1	718	76	41	5	129	10	3	191	3	3	4	1	9	4	9	0	0	Old	2
630	52	PG	Married	69084.0	1	382	43	1181	107	199	39	30	1586	30	2	7	3	23	13	8	0	0	Old	0
631	64	PG	Married	65488.0	0	176	46	603	45	207	36	18	963	54	1	3	4	13	6	1	0	0	New	1
632	52	UG	Married	62466.0	1	325	13	129	129	259	168	121	889	83	5	6	3	21	12	4	0	0	New	1
633	62	UG	Single	32218.0	0	294	27	10	24	15	13	1	93	30	1	2	1	6	3	7	2	0	New	4
634	49	UG	Single	83917.0	0	597	12	514	22	732	42	198	1587	79	1	6	7	20	7	3	1	0	Old	3
635	60	UG	Single	46102.0	3	64	3	14	0	1	0	0	16	1	1	1	0	3	2	7	0	0	New	4
636	70	UG	Single	84574.0	0	609	72	387	20	713	38	54	1375	163	1	9	11	31	11	5	0	0	Old	3
637	60	UG	Married	56181.0	1	492	6	121	103	69	8	44	393	48	1	4	2	13	7	4	0	0	Old	0
638	72	PG	Single	63120.0	1	799	53	965	69	279	54	41	1477	69	5	8	4	21	9	7	1	0	Old	0
639	51	UG	Married	73691.0	1	543	58	707	21	250	85	43	1179	73	2	6	2	16	8	2	1	0	Old	3
640	62	UG	Married	63381.0	1	940	78	571	50	142	33	50	1005	159	4	4	5	22	13	2	0	0	Old	3
641	74	PG	Married	76140.0	0	207	57	586	66	653	17	0	1348	26	1	5	9	20	6	2	0	0	New	1
642	63	PG	Single	62859.0	1	706	37	1063	89	102	16	12	1307	25	4	9	4	19	6	6	0	0	Old	0
643	58	UG	Single	45906.0	1	519	20	305	3	27	4	3	486	144	2	5	4	13	4	5	1	0	Old	0
644	75	PG	Married	77632.0	0	429	73	1200	105	758	0	42	2252	147	1	4	2	12	6	2	3	0	Old	3
645	51	PG	Married	46463.0	2	475	56	163	2	40	8	11	235	11	7	3	1	10	6	6	0	0	Old	0
646	52	UG	Married	105471.0	0	684	36	1009	181	104	202	21	1724	207	0	9	8	30	13	3	3	0	Old	3
647	52	PG	Single	55282.0	1	358	9	125	6	73	8	4	235	19	1	3	1	10	6	4	0	0	New	4
648	45	PG	Married	78710.0	1	197	42	721	0	152	119	50	1092	50	3	7	6	25	12	4	0	0	New	1
649	64	UG	Married	66886.0	1	446	28	315	4	62	41	31	599	146	2	7	1	15	7	5	0	0	Old	0
650	62	PG	Single	98777.0	0	292	23	1000	19	711	125	115	2008	38	0	4	6	19	9	1	1	0	New	1
651	37	UG	Married	29103.0	1	831	38	16	0	17	6	3	48	6	2	1	0	4	3	9	0	0	Old	2
652	48	UG	Married	67445.0	1	728	63	757	80	217	29	80	1174	11	5	9	6	27	12	6	0	0	Old	0
653	72	PG	Married	50616.0	1	237	71	30	2	25	0	1	67	9	1	1	1	6	4	2	0	0	New	4
654	67	UG	Single	49431.0	1	1003	9	219	3	100	26	0	365	17	2	7	1	13	5	8	0	0	Old	2
655	47	UG	Single	153924.0	0	157	81	1	1	1	1	1	6	1	0	0	0	0	0	0	0	0	New	4
656	69	UG	Married	61278.0	1	249	87	111	3	28	2	6	165	15	2	3	1	8	4	6	0	0	New	4
657	64	UG	Married	26490.0	0	805	92	45	47	52	21	20	210	25	2	3	1	9	5	6	0	0	Old	2
658	75	PG	Married	73059.0	1	462	36	410	112	420	0	82	1095	71	1	9	3	25	13	4	0	0	Old	3
659	56	PG	Single	46734.0	3	411	86	100	1	39	6	1	223	76	4	3	2	8	3	6	1	0	Old	2
660	59	UG	Married	56253.0	1	877	83	509	0	65	7	11	597	5	4	7	2	18	9	6	0	0	Old	0
661	37	UG	Married	19986.0	1	387	74	3	6	5	0	2	22	6	1	0	0	3	3	7	0	0	Old	2
662	47	UG	Single	58330.0	1	346	87	445	53	213	104	98	1064	151	1	6	4	23	13	4	0	0	New	1
663	42	UG	Married	25965.0	0	880	29	2	2	11	41	7	74	11	1	2	0	5	3	8	0	0	Old	2
664	66	PG	Married	14661.0	0	704	88	4	1	11	6	2	26	2	1	1	0	4	3	6	0	0	Old	2
665	63	UG	Married	18690.0	0	708	77	6	1	7	23	4	60	19	1	1	1	4	2	8	0	0	Old	2
666	48	PG	Married	45068.0	1	569	25	14	0	3	0	0	20	3	1	1	0	3	2	7	0	0	Old	2
667	35	UG	Single	21063.0	1	437	34	1	10	11	19	3	59	15	2	2	0	5	3	6	0	0	Old	2
668	54	PG	Married	29187.0	1	457	43	26	0	6	0	0	34	2	1	1	0	4	3	8	0	0	Old	2
669	51	UG	Married	54690.0	2	513	76	111	16	37	7	9	198	18	3	3	1	9	5	3	0	0	Old	2
670	58	PG	Married	59304.0	1	495	81	418	61	428	80	51	1048	10	3	7	8	25	10	5	0	0	Old	3
671	60	PG	Single	59247.0	2	482	87	327	9	122	19	14	574	83	5	5	2	16	9	6	0	0	Old	0
672	52	UG	Single	66731.0	1	727	33	371	159	194	58	106	1029	141	4	4	3	13	6	3	0	0	Old	3
673	42	UG	Married	77353.0	1	355	38	275	59	107	69	101	670	59	2	6	4	18	8	4	0	0	New	1
674	47	PG	Single	52614.0	1	1059	63	789	0	142	12	9	990	38	2	2	4	14	8	8	0	0	Old	0
675	48	UG	Married	26751.0	2	198	26	1	1	5	0	3	11	1	1	1	0	3	2	8	0	0	New	4
676	59	PG	Married	81300.0	1	767	17	1004	12	145	32	12	1241	36	3	10	3	18	5	5	2	0	Old	0
677	43	UG	Single	70337.0	0	308	75	187	81	149	25	43	576	91	1	2	2	16	12	1	0	0	New	1
678	37	UG	Married	36145.0	1	538	13	56	4	76	17	1	172	18	4	4	1	8	3	9	2	0	Old	2
679	42	PG	Single	65295.0	0	348	19	365	32	117	34	110	664	6	1	3	3	19	13	2	0	0	New	1
680	59	UG	Single	68118.0	1	414	51	595	23	123	10	23	928	154	2	8	9	21	4	6	0	0	Old	0
681	55	UG	Single	68743.0	0	828	81	1132	134	384	175	134	2074	115	1	11	5	29	13	7	0	0	Old	3
682	40	UG	Married	41039.0	0	499	32	34	11	137	179	61	467	45	1	8	1	14	5	8	0	0	Old	2
683	67	UG	Married	38946.0	1	408	84	116	6	82	6	6	257	41	2	3	1	10	6	5	0	0	Old	2
684	55	UG	Married	65777.0	0	352	87	565	32	435	28	32	1146	54	1	2	8	16	6	1	0	0	New	1
685	46	PG	Single	66476.0	1	521	99	372	18	126	47	48	689	78	2	5	2	18	11	4	0	0	Old	0
686	50	PG	Single	86857.0	0	727	96	899	102	838	133	102	2114	40	1	5	6	21	10	2	1	0	Old	3
687	40	PG	Married	160803.0	0	972	21	55	16	1622	17	3	1717	4	15	0	28	29	1	0	0	0	Old	3
688	33	PG	Married	77845.0	0	204	40	760	40	480	0	40	1346	26	1	3	5	20	12	1	2	0	New	1
689	53	PG	Married	69476.0	0	432	3	260	86	559	63	9	1044	67	1	4	6	14	4	2	0	0	Old	3
690	62	PG	Single	50611.0	1	970	98	459	0	24	6	0	493	4	6	4	5	16	7	6	2	0	Old	0
691	52	UG	Single	61209.0	0	468	73	466	0	224	119	49	957	99	1	5	3	12	4	2	0	0	Old	3
692	64	PG	Married	42315.0	1	364	90	67	15	80	17	11	270	80	3	1	4	9	4	3	0	0	New	4
693	70	UG	Married	13084.0	0	663	29	2	0	7	3	7	29	10	1	1	0	4	3	6	0	0	Old	2
694	73	PG	Single	47570.0	2	556	3	67	1	20	0	2	121	31	3	2	2	6	2	7	1	0	Old	2
695	61	PG	Married	61923.0	2	498	94	92	4	18	3	3	126	6	1	2	1	7	4	3	0	0	Old	2
696	27	UG	Single	34824.0	0	255	65	4	2	11	2	0	23	4	1	1	0	3	2	6	0	0	New	4
697	73	PG	Single	26518.0	2	489	33	20	1	28	3	3	57	2	3	2	0	5	3	8	1	0	Old	2
698	61	UG	Single	45938.0	0	635	46	273	11	178	62	83	636	29	2	8	4	18	6	6	0	0	Old	0
699	62	UG	Married	78468.0	0	93	29	434	22	388	104	22	1004	34	1	10	7	27	10	4	1	0	New	1
700	49	UG	Single	78901.0	1	445	99	321	11	309	33	26	734	34	3	9	3	17	5	4	0	0	Old	0
701	44	UG	Married	71427.0	2	3	26	212	123	177	15	64	614	23	2	8	2	18	8	4	0	0	New	1
702	44	UG	Single	71022.0	1	34	30	909	12	278	0	12	1453	242	3	5	2	18	11	8	1	0	New	1
703	34	PG	Single	90247.0	0	221	27	1184	32	352	21	16	1621	16	1	3	4	14	7	1	4	0	New	1
704	54	PG	Single	41335.0	1	345	24	112	19	21	16	14	187	5	3	4	1	9	4	7	0	0	New	4
705	36	UG	Married	71952.0	1	431	93	656	80	455	52	107	1443	93	2	8	4	20	8	4	2	0	Old	3
706	52	PG	Single	35682.0	1	162	34	23	0	8	6	2	57	18	1	1	1	5	3	2	0	0	New	4
707	71	UG	Single	43185.0	1	428	88	537	6	42	16	6	637	30	2	9	3	18	6	8	0	0	Old	0
708	74	PG	Married	66375.0	1	380	96	712	0	45	0	0	948	191	3	2	4	11	5	7	1	0	Old	0
709	51	PG	Married	35178.0	1	431	10	23	1	13	2	2	59	18	1	1	1	4	2	7	2	0	Old	2
710	36	UG	Married	25252.0	1	364	26	1	3	4	2	2	18	6	1	1	0	3	2	8	0	0	New	4
711	57	PG	Single	55250.0	1	776	49	664	58	83	32	0	903	66	4	7	5	22	10	5	0	0	Old	0
712	47	UG	Single	33249.0	1	654	11	6	10	21	19	14	112	42	2	2	1	6	3	6	0	0	Old	2
713	69	UG	Married	58398.0	0	571	44	299	5	201	21	21	596	49	3	5	4	17	8	4	0	0	Old	0
714	40	UG	Married	50272.0	1	516	75	99	13	66	43	8	233	4	3	4	1	10	5	7	0	0	Old	2
715	47	PG	Married	76618.0	0	877	64	749	40	294	121	160	1511	147	1	3	2	10	5	1	0	0	Old	3
716	62	UG	Single	87305.0	0	804	19	345	25	501	63	138	1152	80	1	5	3	16	8	2	2	0	Old	3
717	44	UG	Married	25851.0	1	399	45	9	4	18	7	5	48	5	2	2	0	5	3	7	0	0	Old	2
718	52	UG	Single	58710.0	1	615	77	440	81	368	0	122	1185	174	6	11	5	25	9	6	0	0	Old	3
719	64	UG	Single	45160.0	2	252	9	8	2	5	3	0	21	3	1	1	0	3	2	7	0	0	New	4
720	57	PG	Married	74806.0	1	717	1	670	9	249	0	28	965	9	2	5	4	14	5	4	0	0	Old	0
721	68	UG	Married	59111.0	0	669	90	524	0	134	28	28	869	155	1	11	1	20	8	7	0	0	Old	0
722	38	PG	Married	18988.0	1	197	43	6	0	6	2	1	16	1	2	1	0	4	3	7	0	0	New	4
723	57	UG	Married	72190.0	0	661	79	597	166	597	172	166	1947	249	1	5	6	15	4	3	0	0	Old	3
724	46	UG	Married	7500.0	1	1063	19	7	0	12	13	7	71	32	5	4	1	7	2	9	2	0	Old	2
725	56	UG	Married	44794.0	1	122	99	54	0	7	0	0	65	4	1	2	0	5	3	6	0	0	New	4
726	67	UG	Married	80395.0	0	378	62	445	25	706	80	76	1380	48	1	6	5	23	12	2	1	0	Old	3
727	46	PG	Single	75012.0	0	315	41	294	142	218	164	58	1027	151	1	3	8	22	11	1	0	0	New	1
728	57	PG	Married	56962.0	3	391	60	292	3	77	10	3	411	26	7	6	3	14	5	7	0	0	Old	0
729	31	UG	Married	89891.0	0	600	17	412	22	132	59	28	836	183	1	11	6	25	8	4	1	0	Old	3
730	73	PG	Single	35946.0	2	435	24	8	0	3	0	0	11	0	1	0	0	3	3	5	0	0	Old	2
731	69	PG	Married	53593.0	2	881	60	349	4	78	6	0	480	43	8	7	2	15	6	8	0	0	Old	0
732	44	UG	Married	66373.0	2	365	57	328	9	124	12	24	606	109	7	4	2	16	10	3	0	0	New	0
733	74	PG	Single	45072.0	3	416	74	144	2	99	7	2	284	30	5	6	1	11	4	8	0	0	Old	0
734	49	UG	Single	89694.0	2	452	22	1126	28	211	37	28	1472	42	3	4	3	11	4	5	3	0	Old	0
735	73	UG	Married	72025.0	0	221	46	967	0	617	43	50	1677	0	1	4	8	25	13	2	4	0	New	1
736	49	UG	Married	67432.0	1	617	69	432	79	341	177	136	1335	170	2	8	5	17	4	4	0	0	Old	3
